Field_1__c,Field_2__c,Field_3__c,Field_4__c,Field_1_Description__c,Field_2_Description__c,Field_3_Description__c,Field_4_Description__c,Type__c,Action_Type__c,Action_Label__c,Action_Body__c
Class 1,Existing,Sealing,Sanitary plumbing - stack or elevated pipework,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"<p>The work is <a href=""https://www.qbcc.qld.gov.au/notifiable-work-plumbing-drainage/permit-work-minor-work-unregulated-work"" target=""_blank"">PERMIT WORK</a>.</p><p><br></p><p>Work cannot commence until the local government has issued a permit for the work.</p>"
Class 1,Existing,Sealing,Water service,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"<p>The work is MINOR WORK.</p><p><br></p><p>Note: when sealing the water service at the water meter the work is <a href=""https://www.qbcc.qld.gov.au/notifiable-work-plumbing-drainage/permit-work-minor-work-unregulated-work"" target=""_blank"">PERMIT WORK</a>.</p>"
Class 1,Existing,Testing,A fixture or fitting (may include more than one fixture or fitting),"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Existing,Testing,"A tap, cistern, pump, siphon, valve, arrestor, domestic water filter, water meter or water softener","","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Existing,Testing,Automatic switching device for a rainwater tank,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Existing,Testing,Fire Hydrant or fire hose reel,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is MINOR WORK.</p><p><br></p><p>Note: A plumbers licence under the Plumbing and Drainage Act is not required where the person testing the fire hydrant or fire hose reel holds a fire protection occupational licence or another licence under the Queensland Building and Construction Commission Act that allows the person to test a fire hydrant or fire hose reel.</p>
Class 1,Existing,Testing,"Fire service, including hydrant or sprinkler system","","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is MINOR WORK.</p><p><br></p><p>Note: A licensed plumber who is testing a fire system must hold an appropriate fire endorsement on their plumbers licence.</p>
Class 1,Existing,Testing,Greywater treatment plant,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Existing,Testing,Hot water heater,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is MINOR WORK.</p><p><br></p><p>Note: A licensed plumber testing a solar or heat pump hot water heater must hold the relevant endorsement on their plumber&#39;s licence.</p>
Class 1,Existing,Testing,Sanitary drain,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Existing,Testing,Sanitary plumbing - stack or elevated pipework,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Existing,Testing,Tempering valve or thermostatic mixing valve,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is MINOR WORK.</p><p><br></p><p>Note: Testing a thermostatic mixing valve is required to be carried out by a person who holds a relevant endorsement on their plumbers licence.</p>
Class 1,Existing,Testing,Testable backflow prevention device,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is MINOR WORK.</p><p><br></p><p>Note: A licensed plumber testing a testable backflow prevention device must hold the relevant endorsement on their plumber&#39;s licence.</p>
Class 1,Existing,Testing,Water service,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Existing,Unblocking,"Fire service, including hydrant or sprinkler system","","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Existing,Unblocking,Sanitary drain,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Existing,Unblocking,Sanitary plumbing - stack or elevated pipework,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Existing,Unblocking,Water service,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Extension,Altering,"Fire service, including hydrant or sprinkler system","","",Altering generally means modifying existing plumbing or drainage,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"<p>The work is <a href=""https://www.qbcc.qld.gov.au/notifiable-work-plumbing-drainage/permit-work-minor-work-unregulated-work"" target=""_blank"">PERMIT WORK</a>.</p><p><br></p><p>Work cannot commence until the local government has issued a permit for the work.</p>"
Class 1,Extension,Altering,Sanitary drain,"","",Altering generally means modifying existing plumbing or drainage,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is NOTIFIABLE WORK.
Class 1,Extension,Altering,Sanitary plumbing - stack or elevated pipework,"","",Altering generally means modifying existing plumbing or drainage,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"<p>The work is <a href=""https://www.qbcc.qld.gov.au/notifiable-work-plumbing-drainage/permit-work-minor-work-unregulated-work"" target=""_blank"">PERMIT WORK</a>.</p><p><br></p><p>Work cannot commence until the local government has issued a permit for the work.</p>"
Class 1,Extension,Altering,Water service,"","",Altering generally means modifying existing plumbing or drainage,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is NOTIFIABLE WORK.
Class 1,Extension,Commissioning,A fixture (may include more than one fixture),"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Extension,Commissioning,"A tap, cistern, pump, siphon, valve, arrestor, domestic water filter, water meter or water softener","","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Extension,Commissioning,Automatic switching device for a rainwater tank,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Extension,Commissioning,Fire Hydrant or fire hose reel,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Extension,Commissioning,"Fire service, including hydrant or sprinkler system","","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Extension,Commissioning,Greywater treatment plant,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Extension,Commissioning,Hot water heater,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is MINOR WORK.</p><p><br></p><p>Note: A licensed plumber commissioning a solar or heat pump hot water heater must hold the relevant endorsement on their plumber&#39;s licence.</p>
Class 1,Extension,Commissioning,On-site sewage treatment plant (other than an Environmental Protection Agency approved treatment plant),"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Extension,Commissioning,Sanitary drain,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Extension,Commissioning,Sanitary plumbing - stack or elevated pipework,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Extension,Commissioning,Tempering valve or thermostatic mixing valve,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is MINOR WORK.</p><p><br></p><p>Note: Commissioning a thermostatic mixing valve is required to be carried out by a person who holds a relevant endorsement on their plumbers licence.</p>
Class 1,Extension,Commissioning,Testable backflow prevention device,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is MINOR WORK.</p><p><br></p><p>Note: A licensed plumber commissioning a testable backflow prevention device must hold the relevant endorsement on their plumber&#39;s licence.</p>
Class 1,Extension,Commissioning,Water service,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Extension,Extending,"Fire service, including hydrant or sprinkler system","","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"<p>The work is <a href=""https://www.qbcc.qld.gov.au/notifiable-work-plumbing-drainage/permit-work-minor-work-unregulated-work"" target=""_blank"">PERMIT WORK</a>.</p><p><br></p><p>Work cannot commence until the local government has issued a permit for the work.</p>"
Class 1,Extension,Extending,Sanitary drain,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is NOTIFIABLE WORK.
Class 1,Extension,Extending,Sanitary plumbing - stack or elevated pipework,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"<p>The work is <a href=""https://www.qbcc.qld.gov.au/notifiable-work-plumbing-drainage/permit-work-minor-work-unregulated-work"" target=""_blank"">PERMIT WORK</a>.</p><p><br></p><p>Work cannot commence until the local government has issued a permit for the work.</p>"
Class 1,Extension,Extending,Water service,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is NOTIFIABLE WORK.
Class 1,Extension,Installing,A fixture (may include more than one fixture),"","",Installing generally means connecting new or additional plumbing or drainages item that did not previously exist,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is NOTIFIABLE WORK.
Class 1,Extension,Installing,"A tap, cistern, pump, siphon, valve, arrestor, domestic water filter, water meter or water softener","","",Installing generally means connecting new or additional plumbing or drainages item that did not previously exist,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 1,Extension,Installing,Automatic switching device for a rainwater tank,"","",Installing generally means connecting new or additional plumbing or drainages item that did not previously exist,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
